street	board	potBefore	toCall	position	stackBefore	action	holeCards
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3cKc
Preflop	-	6.500	2.500	Button	198.000	Call	3cKc
Flop	8s 7h 7d	16.000	7.000	Button	195.500	Fold	3cKc
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Jh7s
Flop	Js 9c 2c	5.000	0.000	BigBlind	197.500	Check	Jh7s
Flop	Js 9c 2c	9.000	4.000	BigBlind	197.500	Call	Jh7s
Turn	Js 9c 2c 5h	13.000	0.000	BigBlind	193.500	Check	Jh7s
Turn	Js 9c 2c 5h	23.000	10.000	BigBlind	193.500	Call	Jh7s
River	Js 9c 2c 5h Qd	33.000	0.000	BigBlind	183.500	Check	Jh7s
River	Js 9c 2c 5h Qd	58.000	25.000	BigBlind	183.500	Fold	Jh7s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4dAh
Preflop	-	5.000	1.000	Button	198.000	Call	4dAh
Flop	Ac Ts 8h	9.000	3.000	Button	197.000	Call	4dAh
Turn	Ac Ts 8h 9d	12.000	0.000	Button	194.000	Check	4dAh
River	Ac Ts 8h 9d Qc	12.000	0.000	Button	194.000	Check	4dAh
Preflop	-	4.000	2.000	BigBlind	199.000	Call	3c3s
Flop	Qd 7h 6s	6.000	0.000	BigBlind	197.000	Check	3c3s
Flop	Qd 7h 6s	10.500	4.500	BigBlind	197.000	Fold	3c3s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9cQs
Preflop	-	5.000	1.000	Button	198.000	Call	9cQs
Flop	Jc 4s 2c	10.500	4.500	Button	197.000	Raise:19.50	9cQs
Flop	Jc 4s 2c	80.000	26.000	Button	173.000	Call	9cQs
Turn	Jc 4s 2c 6c	185.500	79.500	Button	147.000	Fold	9cQs
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3dJs
Flop	Ad 9d 6d	5.000	0.000	BigBlind	197.500	Raise:2.50	3dJs
Flop	Ad 9d 6d	12.500	2.500	BigBlind	195.000	Fold	3dJs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Qd2h
Preflop	-	5.000	1.000	Button	198.000	Fold	Qd2h
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	Tc9s
Preflop	-	27.000	9.000	BigBlind	191.000	Fold	Tc9s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	JdQd
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	JdQd
Preflop	-	51.000	15.000	Button	182.000	Call	JdQd
Flop	Qs Js 5c	99.000	33.000	Button	167.000	Raise:42.00	JdQd
Flop	Qs Js 5c	258.000	42.000	Button	92.000	Call	JdQd
Turn	Qs Js 5c 2h	350.000	50.000	Button	50.000	Call	JdQd
Preflop	-	4.000	2.000	BigBlind	199.000	Call	4cAc
Flop	Kh 9d 5d	6.000	0.000	BigBlind	197.000	Check	4cAc
Flop	Kh 9d 5d	10.500	4.500	BigBlind	197.000	Fold	4cAc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	2cTh
Preflop	-	5.000	1.000	Button	198.000	Call	2cTh
Flop	Kd Ts 3d	9.000	3.000	Button	197.000	Fold	2cTh
Preflop	-	4.000	2.000	BigBlind	199.000	Call	6cAh
Flop	Qd 8h 6d	6.000	0.000	BigBlind	197.000	Check	6cAh
Flop	Qd 8h 6d	10.500	4.500	BigBlind	197.000	Raise:4.50	6cAh
Flop	Qd 8h 6d	38.500	14.500	BigBlind	188.000	Fold	6cAh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6sQs
Preflop	-	5.000	1.000	Button	198.000	Call	6sQs
Flop	Qh 6c 2c	9.000	3.000	Button	197.000	Raise:6.00	6sQs
Flop	Qh 6c 2c	30.000	6.000	Button	188.000	Call	6sQs
Turn	Qh 6c 2c 9c	54.000	18.000	Button	182.000	Fold	6sQs
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	4h8s
Preflop	-	1.500	0.500	Button	199.500	Fold	7h3s
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	9c6h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Qd2h
Preflop	-	5.000	1.000	Button	198.000	Call	Qd2h
Flop	Th 4s 4c	9.000	3.000	Button	197.000	Fold	Qd2h
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	4d5d
Preflop	-	20.000	5.000	BigBlind	192.500	Fold	4d5d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8cTc
Preflop	-	6.500	2.500	Button	198.000	Call	8cTc
Flop	Kh 4h 3h	13.500	4.500	Button	195.500	Fold	8cTc
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	4c3h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	QcAh
Preflop	-	5.000	1.000	Button	198.000	Call	QcAh
Flop	Js 9d 7s	9.000	3.000	Button	197.000	Call	QcAh
Turn	Js 9d 7s 2h	18.000	6.000	Button	194.000	Fold	QcAh
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	3c8c
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	TcQd
Preflop	-	5.000	1.000	Button	198.000	Call	TcQd
Flop	Kd Js 9d	9.000	3.000	Button	197.000	Raise:12.00	TcQd
Flop	Kd Js 9d	48.000	12.000	Button	182.000	Call	TcQd
Turn	Kd Js 9d 7c	90.000	30.000	Button	170.000	Raise:140.00	TcQd
Preflop	-	4.000	2.000	BigBlind	199.000	Call	9cJs
Flop	Ks Jh 9s	6.000	0.000	BigBlind	197.000	Check	9cJs
Flop	Ks Jh 9s	10.500	4.500	BigBlind	197.000	Call	9cJs
Turn	Ks Jh 9s Kd	15.000	0.000	BigBlind	192.500	Check	9cJs
Turn	Ks Jh 9s Kd	26.500	11.500	BigBlind	192.500	Fold	9cJs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9dTs
Preflop	-	5.000	1.000	Button	198.000	Call	9dTs
Flop	6s 3s 3d	9.000	3.000	Button	197.000	Call	9dTs
Turn	6s 3s 3d 2c	18.000	6.000	Button	194.000	Raise:12.00	9dTs
Turn	6s 3s 3d 2c	60.000	12.000	Button	176.000	Call	9dTs
River	6s 3s 3d 2c Ac	108.000	36.000	Button	164.000	Fold	9dTs
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Qd2s
Flop	9s 4d 2d	5.000	0.000	BigBlind	197.500	Raise:2.50	Qd2s
Flop	9s 4d 2d	12.500	2.500	BigBlind	195.000	Call	Qd2s
Turn	9s 4d 2d 6h	15.000	0.000	BigBlind	192.500	Check	Qd2s
Turn	9s 4d 2d 6h	22.500	7.500	BigBlind	192.500	Fold	Qd2s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4sJs
Preflop	-	5.000	1.000	Button	198.000	Call	4sJs
Flop	Jc 7s 7h	10.500	4.500	Button	197.000	Call	4sJs
Turn	Jc 7s 7h Jd	26.500	11.500	Button	192.500	Call	4sJs
River	Jc 7s 7h Jd 6s	66.500	28.500	Button	181.000	Call	4sJs
Preflop	-	3.500	1.500	BigBlind	199.000	Call	9d8s
Flop	Ad 7h 5d	5.000	0.000	BigBlind	197.500	Check	9d8s
Flop	Ad 7h 5d	9.000	4.000	BigBlind	197.500	Call	9d8s
Turn	Ad 7h 5d 2d	13.000	0.000	BigBlind	193.500	Raise:8.50	9d8s
Turn	Ad 7h 5d 2d	38.500	8.500	BigBlind	185.000	Fold	9d8s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8s9s
Preflop	-	5.000	1.000	Button	198.000	Call	8s9s
Flop	As 9h 6d	9.000	3.000	Button	197.000	Raise:12.00	8s9s
Flop	As 9h 6d	48.000	12.000	Button	182.000	Call	8s9s
Turn	As 9h 6d Qd	90.000	30.000	Button	170.000	Fold	8s9s
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	6c3h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3d4s
Preflop	-	5.000	1.000	Button	198.000	Call	3d4s
Flop	5d 4c 2s	9.000	3.000	Button	197.000	Call	3d4s
Turn	5d 4c 2s Qh	18.000	6.000	Button	194.000	Call	3d4s
River	5d 4c 2s Qh 3s	36.000	12.000	Button	188.000	Fold	3d4s
Preflop	-	4.000	2.000	BigBlind	199.000	Call	6h9h
Flop	Js 3s 3h	6.000	0.000	BigBlind	197.000	Check	6h9h
Flop	Js 3s 3h	10.500	4.500	BigBlind	197.000	Fold	6h9h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8cAh
Preflop	-	6.500	2.500	Button	198.000	Call	8cAh
Flop	Td 7c 4h	16.000	7.000	Button	195.500	Fold	8cAh
Preflop	-	4.000	2.000	BigBlind	199.000	Call	Ac8d
Flop	Ts 5s 4d	6.000	0.000	BigBlind	197.000	Check	Ac8d
Flop	Ts 5s 4d	10.500	4.500	BigBlind	197.000	Fold	Ac8d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7dJd
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	7dJd
Preflop	-	51.000	15.000	Button	182.000	Fold	7dJd
Preflop	-	3.500	1.500	BigBlind	199.000	Call	9dKs
Flop	Qc 4h 2s	5.000	0.000	BigBlind	197.500	Check	9dKs
Flop	Qc 4h 2s	9.000	4.000	BigBlind	197.500	Call	9dKs
Turn	Qc 4h 2s 9s	13.000	0.000	BigBlind	193.500	Check	9dKs
Turn	Qc 4h 2s 9s	23.000	10.000	BigBlind	193.500	Call	9dKs
River	Qc 4h 2s 9s Jc	33.000	0.000	BigBlind	183.500	Check	9dKs
River	Qc 4h 2s 9s Jc	58.000	25.000	BigBlind	183.500	Fold	9dKs
Preflop	-	1.500	0.500	Button	199.500	Fold	3c8h
Preflop	-	4.000	2.000	BigBlind	199.000	Call	6c6h
Flop	Qs 9h 4s	6.000	0.000	BigBlind	197.000	Check	6c6h
Flop	Qs 9h 4s	10.500	4.500	BigBlind	197.000	Call	6c6h
Turn	Qs 9h 4s Qh	15.000	0.000	BigBlind	192.500	Check	6c6h
Turn	Qs 9h 4s Qh	26.500	11.500	BigBlind	192.500	Call	6c6h
River	Qs 9h 4s Qh Ad	38.000	0.000	BigBlind	181.000	Check	6c6h
River	Qs 9h 4s Qh Ad	66.500	28.500	BigBlind	181.000	Fold	6c6h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9cTc
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	9cTc
Preflop	-	51.000	15.000	Button	182.000	Call	9cTc
Flop	Kd 7s 5c	99.000	33.000	Button	167.000	Fold	9cTc
Preflop	-	3.500	1.500	BigBlind	199.000	Call	5cTc
Flop	As Kc 6h	5.000	0.000	BigBlind	197.500	Check	5cTc
Flop	As Kc 6h	7.500	2.500	BigBlind	197.500	Fold	5cTc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	2s6s
Preflop	-	6.500	2.500	Button	198.000	Fold	2s6s
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	9d5s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	ThQs
Preflop	-	5.000	1.000	Button	198.000	Call	ThQs
Flop	Ah Kc Jd	9.000	3.000	Button	197.000	Call	ThQs
Turn	Ah Kc Jd 5d	18.000	6.000	Button	194.000	Call	ThQs
River	Ah Kc Jd 5d 5s	42.000	18.000	Button	188.000	Raise:78.00	ThQs
River	Ah Kc Jd 5d 5s	308.000	92.000	Button	92.000	Fold	ThQs
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	6d3s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4cQh
Preflop	-	5.000	1.000	Button	198.000	Call	4cQh
Flop	9s 8h 3c	10.500	4.500	Button	197.000	Fold	4cQh
Preflop	-	4.000	2.000	BigBlind	199.000	Call	Ad4s
Flop	Qc Js 3h	6.000	0.000	BigBlind	197.000	Check	Ad4s
Flop	Qc Js 3h	10.500	4.500	BigBlind	197.000	Fold	Ad4s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	KhKs
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	KhKs
Preflop	-	51.000	15.000	Button	182.000	Raise:167.00	KhKs
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	4d7d
Preflop	-	27.000	9.000	BigBlind	191.000	Fold	4d7d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Jc3s
Preflop	-	5.000	1.000	Button	198.000	Call	Jc3s
Flop	9s 8s 5h	9.000	3.000	Button	197.000	Fold	Jc3s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	6h7s
Flop	Qs Jd 2d	5.000	0.000	BigBlind	197.500	Check	6h7s
Flop	Qs Jd 2d	9.000	4.000	BigBlind	197.500	Fold	6h7s
Preflop	-	1.500	0.500	Button	199.500	Fold	2d6h
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3cQc
Flop	Tc 9c 8h	5.000	0.000	BigBlind	197.500	Check	3cQc
Flop	Tc 9c 8h	9.000	4.000	BigBlind	197.500	Call	3cQc
Turn	Tc 9c 8h 8d	13.000	0.000	BigBlind	193.500	Raise:8.50	3cQc
Turn	Tc 9c 8h 8d	38.500	8.500	BigBlind	185.000	Call	3cQc
River	Tc 9c 8h 8d Ks	47.000	0.000	BigBlind	176.500	Raise:21.50	3cQc
River	Tc 9c 8h 8d Ks	111.500	21.500	BigBlind	155.000	Call	3cQc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	QcJs
Preflop	-	5.000	1.000	Button	198.000	Call	QcJs
Flop	9s 5h 2d	9.000	3.000	Button	197.000	Raise:12.00	QcJs
Flop	9s 5h 2d	48.000	12.000	Button	182.000	Call	QcJs
Turn	9s 5h 2d Ks	90.000	30.000	Button	170.000	Fold	QcJs
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	4c4h
Preflop	-	20.000	5.000	BigBlind	192.500	Call	4c4h
Flop	Jh Tc 8h	25.000	0.000	BigBlind	187.500	Check	4c4h
Flop	Jh Tc 8h	37.500	12.500	BigBlind	187.500	Call	4c4h
Turn	Jh Tc 8h 6s	50.000	0.000	BigBlind	175.000	Check	4c4h
Turn	Jh Tc 8h 6s	75.000	25.000	BigBlind	175.000	Fold	4c4h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4c4d
Preflop	-	5.000	1.000	Button	198.000	Call	4c4d
Flop	As Qd Tc	9.000	3.000	Button	197.000	Call	4c4d
Turn	As Qd Tc 8s	18.000	6.000	Button	194.000	Fold	4c4d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Jh5s
Flop	9c 7s 2d	5.000	0.000	BigBlind	197.500	Check	Jh5s
Flop	9c 7s 2d	9.000	4.000	BigBlind	197.500	Fold	Jh5s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8dTs
Preflop	-	6.500	2.500	Button	198.000	Call	8dTs
Flop	Jh 5d 3c	16.000	7.000	Button	195.500	Fold	8dTs
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	Qh2s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7c9s
Preflop	-	5.000	1.000	Button	198.000	Call	7c9s
Flop	5h 5c 4c	9.000	3.000	Button	197.000	Raise:6.00	7c9s
Flop	5h 5c 4c	30.000	6.000	Button	188.000	Call	7c9s
Turn	5h 5c 4c Kd	54.000	18.000	Button	182.000	Fold	7c9s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	9cJd
Flop	Qs 8c 4h	5.000	0.000	BigBlind	197.500	Check	9cJd
Flop	Qs 8c 4h	7.500	2.500	BigBlind	197.500	Call	9cJd
Turn	Qs 8c 4h 3h	10.000	0.000	BigBlind	195.000	Check	9cJd
Turn	Qs 8c 4h 3h	15.000	5.000	BigBlind	195.000	Call	9cJd
River	Qs 8c 4h 3h 4s	20.000	0.000	BigBlind	190.000	Check	9cJd
River	Qs 8c 4h 3h 4s	30.000	10.000	BigBlind	190.000	Fold	9cJd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Kh7s
Preflop	-	5.000	1.000	Button	198.000	Call	Kh7s
Flop	Js 8c 7d	9.000	3.000	Button	197.000	Call	Kh7s
Turn	Js 8c 7d As	18.000	6.000	Button	194.000	Call	Kh7s
River	Js 8c 7d As 2d	36.000	12.000	Button	188.000	Call	Kh7s
Preflop	-	4.000	2.000	BigBlind	199.000	Call	3cTc
Flop	Kh Kd 5c	6.000	0.000	BigBlind	197.000	Check	3cTc
Flop	Kh Kd 5c	10.500	4.500	BigBlind	197.000	Fold	3cTc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3d6h
Preflop	-	5.000	1.000	Button	198.000	Call	3d6h
Flop	5s 5d 3s	10.500	4.500	Button	197.000	Fold	3d6h
Preflop	-	4.000	2.000	BigBlind	199.000	Call	Kc5d
Flop	Jh 8d 5h	6.000	0.000	BigBlind	197.000	Raise:3.00	Kc5d
Flop	Jh 8d 5h	15.000	3.000	BigBlind	194.000	Call	Kc5d
Turn	Jh 8d 5h 7h	18.000	0.000	BigBlind	191.000	Check	Kc5d
Turn	Jh 8d 5h 7h	27.000	9.000	BigBlind	191.000	Fold	Kc5d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Qh8s
Preflop	-	5.000	1.000	Button	198.000	Call	Qh8s
Flop	6c 5c 2s	10.500	4.500	Button	197.000	Fold	Qh8s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	9hJs
Flop	Td 7d 5d	5.000	0.000	BigBlind	197.500	Raise:2.50	9hJs
Flop	Td 7d 5d	12.500	2.500	BigBlind	195.000	Call	9hJs
Turn	Td 7d 5d 6h	15.000	0.000	BigBlind	192.500	Check	9hJs
Turn	Td 7d 5d 6h	22.500	7.500	BigBlind	192.500	Fold	9hJs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5c6c
Preflop	-	5.000	1.000	Button	198.000	Call	5c6c
Flop	Kd 9h 2h	9.000	3.000	Button	197.000	Call	5c6c
Turn	Kd 9h 2h Ah	18.000	6.000	Button	194.000	Fold	5c6c
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Kc5d
Flop	9c 8c 4s	5.000	0.000	BigBlind	197.500	Check	Kc5d
Flop	9c 8c 4s	9.000	4.000	BigBlind	197.500	Fold	Kc5d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5h4s
Preflop	-	5.000	1.000	Button	198.000	Call	5h4s
Flop	Ks Jd 2d	9.000	3.000	Button	197.000	Call	5h4s
Turn	Ks Jd 2d 4h	18.000	6.000	Button	194.000	Call	5h4s
River	Ks Jd 2d 4h 6s	36.000	12.000	Button	188.000	Fold	5h4s
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	5cJs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Jc4d
Preflop	-	5.000	1.000	Button	198.000	Fold	Jc4d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	4cAs
Flop	Td 3c 2h	5.000	0.000	BigBlind	197.500	Check	4cAs
Flop	Td 3c 2h	7.500	2.500	BigBlind	197.500	Call	4cAs
Turn	Td 3c 2h Qh	10.000	0.000	BigBlind	195.000	Check	4cAs
Turn	Td 3c 2h Qh	15.000	5.000	BigBlind	195.000	Call	4cAs
River	Td 3c 2h Qh Qs	20.000	0.000	BigBlind	190.000	Check	4cAs
River	Td 3c 2h Qh Qs	30.000	10.000	BigBlind	190.000	Fold	4cAs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9c4s
Preflop	-	6.500	2.500	Button	198.000	Call	9c4s
Flop	8d 3c 2s	16.000	7.000	Button	195.500	Fold	9c4s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	4d9h
Flop	Qs Js 5c	5.000	0.000	BigBlind	197.500	Check	4d9h
Flop	Qs Js 5c	7.500	2.500	BigBlind	197.500	Fold	4d9h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	JcTs
Preflop	-	5.000	1.000	Button	198.000	Call	JcTs
Flop	Th 4h 2c	9.000	3.000	Button	197.000	Call	JcTs
Turn	Th 4h 2c 8h	18.000	6.000	Button	194.000	Call	JcTs
River	Th 4h 2c 8h 6d	36.000	12.000	Button	188.000	Call	JcTs
Preflop	-	4.000	2.000	BigBlind	199.000	Call	3dQd
Flop	Kc 9c 2d	6.000	0.000	BigBlind	197.000	Check	3dQd
Flop	Kc 9c 2d	10.500	4.500	BigBlind	197.000	Fold	3dQd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	QhTs
Preflop	-	5.000	1.000	Button	198.000	Call	QhTs
Flop	9c 8c 2h	9.000	3.000	Button	197.000	Call	QhTs
Turn	9c 8c 2h 6h	18.000	6.000	Button	194.000	Call	QhTs
River	9c 8c 2h 6h 5s	36.000	12.000	Button	188.000	Fold	QhTs
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	7h9h
Preflop	-	20.000	5.000	BigBlind	192.500	Fold	7h9h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	AcTd
Preflop	-	5.000	1.000	Button	198.000	Call	AcTd
Flop	Ks 7s 7d	9.000	3.000	Button	197.000	Call	AcTd
Turn	Ks 7s 7d 8h	18.000	6.000	Button	194.000	Fold	AcTd
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Ad4s
Flop	Th 9c 7h	5.000	0.000	BigBlind	197.500	Check	Ad4s
Flop	Th 9c 7h	7.500	2.500	BigBlind	197.500	Fold	Ad4s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	2cAd
Preflop	-	5.000	1.000	Button	198.000	Call	2cAd
Flop	Kd 8c 2h	9.000	3.000	Button	197.000	Raise:12.00	2cAd
Flop	Kd 8c 2h	48.000	12.000	Button	182.000	Call	2cAd
Turn	Kd 8c 2h 8s	90.000	30.000	Button	170.000	Fold	2cAd
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	5d2s
Preflop	-	1.500	0.500	Button	199.500	Fold	2c8s
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	KcTh
Preflop	-	27.000	9.000	BigBlind	191.000	Fold	KcTh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	ThAh
Preflop	-	5.000	1.000	Button	198.000	Call	ThAh
Flop	Ks Qd 4c	9.000	3.000	Button	197.000	Call	ThAh
Turn	Ks Qd 4c 5s	18.000	6.000	Button	194.000	Call	ThAh
River	Ks Qd 4c 5s 2c	36.000	12.000	Button	188.000	Fold	ThAh
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	Th2s
Preflop	-	1.500	0.500	Button	199.500	Fold	3h9s
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	5d2s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Tc9h
Preflop	-	5.000	1.000	Button	198.000	Call	Tc9h
Flop	Ad Td 8d	9.000	3.000	Button	197.000	Call	Tc9h
Turn	Ad Td 8d Kc	18.000	6.000	Button	194.000	Call	Tc9h
River	Ad Td 8d Kc 3c	36.000	12.000	Button	188.000	Fold	Tc9h
Preflop	-	4.000	2.000	BigBlind	199.000	Call	6c5h
Flop	Ac Tc 7c	6.000	0.000	BigBlind	197.000	Check	6c5h
Flop	Ac Tc 7c	10.500	4.500	BigBlind	197.000	Fold	6c5h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	QcJd
Preflop	-	5.000	1.000	Button	198.000	Call	QcJd
Flop	5s 4h 3c	10.500	4.500	Button	197.000	Fold	QcJd
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	8c4s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	JdAd
Preflop	-	5.000	1.000	Button	198.000	Call	JdAd
Flop	6h 3s 3c	9.000	3.000	Button	197.000	Raise:6.00	JdAd
Flop	6h 3s 3c	30.000	6.000	Button	188.000	Fold	JdAd
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	2c7d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Ac3d
Preflop	-	5.000	1.000	Button	198.000	Call	Ac3d
Flop	6s 4c 3c	10.500	4.500	Button	197.000	Call	Ac3d
Turn	6s 4c 3c 7s	26.500	11.500	Button	192.500	Fold	Ac3d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	5dTh
Flop	Td 7d 5s	5.000	0.000	BigBlind	197.500	Raise:2.50	5dTh
Flop	Td 7d 5s	12.500	2.500	BigBlind	195.000	Call	5dTh
Turn	Td 7d 5s Tc	15.000	0.000	BigBlind	192.500	Raise:7.50	5dTh
Turn	Td 7d 5s Tc	37.500	7.500	BigBlind	185.000	Call	5dTh
River	Td 7d 5s Tc 2h	45.000	0.000	BigBlind	177.500	Raise:22.50	5dTh
River	Td 7d 5s Tc 2h	112.500	22.500	BigBlind	155.000	Raise:132.50	5dTh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	KcAd
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	KcAd
Preflop	-	51.000	15.000	Button	182.000	Call	KcAd
Flop	Jd 8s 3s	115.500	49.500	Button	167.000	Call	KcAd
Turn	Jd 8s 3s Ah	247.500	82.500	Button	117.500	Raise:35.00	KcAd
Preflop	-	3.500	1.500	BigBlind	199.000	Call	7c6s
Flop	Ac 7s 2s	5.000	0.000	BigBlind	197.500	Check	7c6s
Flop	Ac 7s 2s	7.500	2.500	BigBlind	197.500	Call	7c6s
Turn	Ac 7s 2s 4h	10.000	0.000	BigBlind	195.000	Check	7c6s
Turn	Ac 7s 2s 4h	15.000	5.000	BigBlind	195.000	Call	7c6s
River	Ac 7s 2s 4h Tc	20.000	0.000	BigBlind	190.000	Check	7c6s
River	Ac 7s 2s 4h Tc	30.000	10.000	BigBlind	190.000	Fold	7c6s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	QdKd
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	QdKd
Preflop	-	51.000	15.000	Button	182.000	Call	QdKd
Flop	Ad Jd Th	99.000	33.000	Button	167.000	Call	QdKd
Turn	Ad Jd Th Qc	198.000	66.000	Button	134.000	Call	QdKd
River	Ad Jd Th Qc Qs	332.000	68.000	Button	68.000	Fold	QdKd
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	AcKd
Preflop	-	27.000	9.000	BigBlind	191.000	Raise:63.00	AcKd
Preflop	-	236.500	74.500	BigBlind	119.000	Call	AcKd
Flop	As Qd 9h	311.000	0.000	BigBlind	44.500	Check	AcKd
Flop	As Qd 9h	355.500	44.500	BigBlind	44.500	Call	AcKd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6cAd
Preflop	-	6.500	2.500	Button	198.000	Call	6cAd
Flop	Jd 4d 2s	13.500	4.500	Button	195.500	Raise:9.00	6cAd
Flop	Jd 4d 2s	45.000	9.000	Button	182.000	Call	6cAd
Turn	Jd 4d 2s 7d	81.000	27.000	Button	173.000	Call	6cAd
River	Jd 4d 2s 7d 8h	162.000	54.000	Button	146.000	Fold	6cAd
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	QcAh
Preflop	-	20.000	5.000	BigBlind	192.500	Call	QcAh
Flop	7s 6h 5c	25.000	0.000	BigBlind	187.500	Check	QcAh
Flop	7s 6h 5c	44.000	19.000	BigBlind	187.500	Fold	QcAh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8d7h
Preflop	-	5.000	1.000	Button	198.000	Call	8d7h
Flop	As Qh 6h	9.000	3.000	Button	197.000	Call	8d7h
Turn	As Qh 6h 2s	18.000	6.000	Button	194.000	Fold	8d7h
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	5dQd
Preflop	-	20.000	5.000	BigBlind	192.500	Call	5dQd
Flop	Qs 6s 6c	25.000	0.000	BigBlind	187.500	Check	5dQd
Flop	Qs 6s 6c	37.500	12.500	BigBlind	187.500	Call	5dQd
