street	board	potBefore	toCall	position	stackBefore	action	holeCards
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9c7s
Preflop	-	5.000	1.000	Button	198.000	Call	9c7s
Flop	Js Td 5c	6.000	0.000	Button	197.000	Raise:1.00	9c7s
Flop	Js Td 5c	9.000	1.000	Button	196.000	Call	9c7s
Turn	Js Td 5c 5d	10.000	0.000	Button	195.000	Check	9c7s
River	Js Td 5c 5d 6c	10.000	0.000	Button	195.000	Raise:13.00	9c7s
River	Js Td 5c 5d 6c	49.000	13.000	Button	182.000	Fold	9c7s
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	9c4d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6hTs
Preflop	-	5.000	1.000	Button	198.000	Call	6hTs
Flop	Qs Jh 7d	9.000	3.000	Button	197.000	Fold	6hTs
Preflop	-	3.500	1.500	BigBlind	199.000	Call	7h8s
Flop	Ad Qh Jd	5.000	0.000	BigBlind	197.500	Check	7h8s
Flop	Ad Qh Jd	7.500	2.500	BigBlind	197.500	Fold	7h8s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9c6d
Preflop	-	5.000	1.000	Button	198.000	Fold	9c6d
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	Qh3s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8d7s
Preflop	-	5.000	1.000	Button	198.000	Call	8d7s
Flop	As Ac 3s	9.000	3.000	Button	197.000	Call	8d7s
Turn	As Ac 3s 8s	18.000	6.000	Button	194.000	Call	8d7s
River	As Ac 3s 8s Kd	36.000	12.000	Button	188.000	Call	8d7s
Preflop	-	4.000	2.000	BigBlind	199.000	Call	8cTd
Flop	Js Tc 9h	6.000	0.000	BigBlind	197.000	Check	8cTd
Flop	Js Tc 9h	9.000	3.000	BigBlind	197.000	Call	8cTd
Turn	Js Tc 9h 2s	12.000	0.000	BigBlind	194.000	Check	8cTd
Turn	Js Tc 9h 2s	18.000	6.000	BigBlind	194.000	Call	8cTd
River	Js Tc 9h 2s 7h	24.000	0.000	BigBlind	188.000	Check	8cTd
River	Js Tc 9h 2s 7h	36.000	12.000	BigBlind	188.000	Call	8cTd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Qc8h
Preflop	-	5.000	1.000	Button	198.000	Fold	Qc8h
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	QcKc
Preflop	-	20.000	5.000	BigBlind	192.500	Call	QcKc
Flop	Qh Jc 4h	25.000	0.000	BigBlind	187.500	Check	QcKc
Flop	Qh Jc 4h	44.000	19.000	BigBlind	187.500	Call	QcKc
Turn	Qh Jc 4h 5s	63.000	0.000	BigBlind	168.500	Check	QcKc
Turn	Qh Jc 4h 5s	110.500	47.500	BigBlind	168.500	Call	QcKc
River	Qh Jc 4h 5s 6c	158.000	0.000	BigBlind	121.000	Check	QcKc
River	Qh Jc 4h 5s 6c	276.500	118.500	BigBlind	121.000	Call	QcKc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	TdAh
Preflop	-	6.500	2.500	Button	198.000	Call	TdAh
Flop	Qd 7c 2c	16.000	7.000	Button	195.500	Fold	TdAh
Preflop	-	4.000	2.000	BigBlind	199.000	Call	3hQh
Flop	9c 8d 4d	6.000	0.000	BigBlind	197.000	Check	3hQh
Flop	9c 8d 4d	10.500	4.500	BigBlind	197.000	Fold	3hQh
Preflop	-	1.500	0.500	Button	199.500	Fold	2c5s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3d5s
Flop	8d 8c 2h	5.000	0.000	BigBlind	197.500	Check	3d5s
Flop	8d 8c 2h	9.000	4.000	BigBlind	197.500	Fold	3d5s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	2dQd
Preflop	-	5.000	1.000	Button	198.000	Call	2dQd
Flop	9s 7d 4h	9.000	3.000	Button	197.000	Fold	2dQd
Preflop	-	3.500	1.500	BigBlind	199.000	Call	KcTd
Flop	Ad 9d 2h	5.000	0.000	BigBlind	197.500	Check	KcTd
Flop	Ad 9d 2h	9.000	4.000	BigBlind	197.500	Call	KcTd
Turn	Ad 9d 2h 8s	13.000	0.000	BigBlind	193.500	Check	KcTd
Turn	Ad 9d 2h 8s	23.000	10.000	BigBlind	193.500	Fold	KcTd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	JdTh
Preflop	-	5.000	1.000	Button	198.000	Call	JdTh
Flop	Kd Qd Jh	10.500	4.500	Button	197.000	Call	JdTh
Turn	Kd Qd Jh 9d	15.000	0.000	Button	192.500	Check	JdTh
River	Kd Qd Jh 9d 2s	26.500	11.500	Button	192.500	Call	JdTh
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	3hTs
Preflop	-	1.500	0.500	Button	199.500	Fold	9c2h
Preflop	-	3.500	1.500	BigBlind	199.000	Call	5cQh
Flop	Kc Tc 8s	5.000	0.000	BigBlind	197.500	Check	5cQh
Flop	Kc Tc 8s	9.000	4.000	BigBlind	197.500	Fold	5cQh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8d4s
Preflop	-	5.000	1.000	Button	198.000	Fold	8d4s
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	Kh4s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6hKh
Preflop	-	5.000	1.000	Button	198.000	Call	6hKh
Flop	Kd 9s 5d	9.000	3.000	Button	197.000	Call	6hKh
Turn	Kd 9s 5d 6c	12.000	0.000	Button	194.000	Raise:12.00	6hKh
Turn	Kd 9s 5d 6c	48.000	12.000	Button	182.000	Call	6hKh
River	Kd 9s 5d 6c 3h	60.000	0.000	Button	170.000	Check	6hKh
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	4sQs
Preflop	-	20.000	5.000	BigBlind	192.500	Call	4sQs
Flop	9s 6c 5h	25.000	0.000	BigBlind	187.500	Check	4sQs
Turn	9s 6c 5h 5d	25.000	0.000	BigBlind	187.500	Check	4sQs
River	9s 6c 5h 5d 4c	25.000	0.000	BigBlind	187.500	Raise:2.50	4sQs
River	9s 6c 5h 5d 4c	32.500	2.500	BigBlind	185.000	Call	4sQs
Preflop	-	1.500	0.500	Button	199.500	Fold	9c2d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	2h9h
Flop	Kh Th 5s	5.000	0.000	BigBlind	197.500	Check	2h9h
Flop	Kh Th 5s	7.500	2.500	BigBlind	197.500	Call	2h9h
Turn	Kh Th 5s Ts	10.000	0.000	BigBlind	195.000	Raise:5.00	2h9h
Turn	Kh Th 5s Ts	25.000	5.000	BigBlind	190.000	Call	2h9h
River	Kh Th 5s Ts 2d	30.000	0.000	BigBlind	185.000	Check	2h9h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3cAs
Preflop	-	5.000	1.000	Button	198.000	Call	3cAs
Flop	Ad Kd 5h	6.000	0.000	Button	197.000	Raise:1.00	3cAs
Flop	Ad Kd 5h	9.000	1.000	Button	196.000	Call	3cAs
Turn	Ad Kd 5h Js	10.000	0.000	Button	195.000	Check	3cAs
River	Ad Kd 5h Js 4s	10.000	0.000	Button	195.000	Raise:3.00	3cAs
River	Ad Kd 5h Js 4s	19.000	3.000	Button	192.000	Call	3cAs
Preflop	-	4.000	2.000	BigBlind	199.000	Call	Qh9s
Flop	5d 4h 2c	6.000	0.000	BigBlind	197.000	Check	Qh9s
Flop	5d 4h 2c	10.500	4.500	BigBlind	197.000	Fold	Qh9s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4s8s
Preflop	-	5.000	1.000	Button	198.000	Call	4s8s
Flop	6d 5s 3h	10.500	4.500	Button	197.000	Call	4s8s
Turn	6d 5s 3h As	22.500	7.500	Button	192.500	Call	4s8s
River	6d 5s 3h As 2h	30.000	0.000	Button	185.000	Raise:39.00	4s8s
River	6d 5s 3h As 2h	147.000	39.000	Button	146.000	Call	4s8s
Preflop	-	2.000	0.000	BigBlind	199.000	Raise:2.00	AcJd
Preflop	-	8.000	2.000	BigBlind	197.000	Call	AcJd
Flop	Kc 7c 2c	10.000	0.000	BigBlind	195.000	Check	AcJd
Turn	Kc 7c 2c 8c	10.000	0.000	BigBlind	195.000	Raise:13.00	AcJd
Turn	Kc 7c 2c 8c	49.000	13.000	BigBlind	182.000	Raise:77.00	AcJd
Turn	Kc 7c 2c 8c	293.000	77.000	BigBlind	92.000	Call	AcJd
River	Kc 7c 2c 8c 9c	370.000	0.000	BigBlind	15.000	Raise:15.00	AcJd
Preflop	-	1.500	0.500	Button	199.500	Fold	2h3s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	TcAs
Flop	Td 7h 7d	5.000	0.000	BigBlind	197.500	Raise:2.50	TcAs
Flop	Td 7h 7d	12.500	2.500	BigBlind	195.000	Call	TcAs
Turn	Td 7h 7d 2c	15.000	0.000	BigBlind	192.500	Raise:7.50	TcAs
Turn	Td 7h 7d 2c	37.500	7.500	BigBlind	185.000	Fold	TcAs
Preflop	-	1.500	0.500	Button	199.500	Fold	7c4h
Preflop	-	2.000	0.000	BigBlind	199.000	Check	3c6s
Flop	Qs 5s 2s	2.000	0.000	BigBlind	199.000	Check	3c6s
Flop	Qs 5s 2s	3.500	1.500	BigBlind	199.000	Call	3c6s
Turn	Qs 5s 2s Kd	5.000	0.000	BigBlind	197.500	Check	3c6s
Turn	Qs 5s 2s Kd	9.000	4.000	BigBlind	197.500	Fold	3c6s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5c3s
Preflop	-	6.500	2.500	Button	198.000	Fold	5c3s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Kc2h
Flop	Js Td 9h	5.000	0.000	BigBlind	197.500	Check	Kc2h
Flop	Js Td 9h	9.000	4.000	BigBlind	197.500	Fold	Kc2h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4d9d
Preflop	-	5.000	1.000	Button	198.000	Fold	4d9d
Preflop	-	2.000	0.000	BigBlind	199.000	Check	7cTh
Flop	Ac 8s 5c	2.000	0.000	BigBlind	199.000	Check	7cTh
Turn	Ac 8s 5c 8h	2.000	0.000	BigBlind	199.000	Raise:1.00	7cTh
Turn	Ac 8s 5c 8h	5.000	1.000	BigBlind	198.000	Call	7cTh
River	Ac 8s 5c 8h 2d	6.000	0.000	BigBlind	197.000	Check	7cTh
Preflop	-	1.500	0.500	Button	199.500	Fold	2c9s
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	6hKh
Preflop	-	24.000	6.000	BigBlind	191.000	Call	6hKh
Flop	Kd 8d 4h	30.000	0.000	BigBlind	185.000	Check	6hKh
Turn	Kd 8d 4h Jh	30.000	0.000	BigBlind	185.000	Raise:3.00	6hKh
Turn	Kd 8d 4h Jh	39.000	3.000	BigBlind	182.000	Raise:87.00	6hKh
Turn	Kd 8d 4h Jh	303.000	87.000	BigBlind	92.000	Raise:5.00	6hKh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Jh2s
Preflop	-	5.000	1.000	Button	198.000	Fold	Jh2s
Preflop	-	4.000	2.000	BigBlind	199.000	Call	JcQd
Flop	Qc Th 5d	6.000	0.000	BigBlind	197.000	Check	JcQd
Turn	Qc Th 5d Ts	6.000	0.000	BigBlind	197.000	Raise:3.00	JcQd
Turn	Qc Th 5d Ts	15.000	3.000	BigBlind	194.000	Call	JcQd
River	Qc Th 5d Ts 3d	18.000	0.000	BigBlind	191.000	Check	JcQd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3dTs
Preflop	-	5.000	1.000	Button	198.000	Call	3dTs
Flop	Kc Js 7d	10.500	4.500	Button	197.000	Fold	3dTs
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	5s7s
Preflop	-	20.000	5.000	BigBlind	192.500	Call	5s7s
Flop	As 8s 8d	25.000	0.000	BigBlind	187.500	Check	5s7s
Flop	As 8s 8d	44.000	19.000	BigBlind	187.500	Fold	5s7s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5cQs
Preflop	-	5.000	1.000	Button	198.000	Call	5cQs
Flop	Kc Jd 7d	6.000	0.000	Button	197.000	Check	5cQs
Turn	Kc Jd 7d 7s	6.000	0.000	Button	197.000	Check	5cQs
River	Kc Jd 7d 7s 2s	6.000	0.000	Button	197.000	Check	5cQs
Preflop	-	2.000	0.000	BigBlind	199.000	Check	8d3s
Flop	7s 3d 2d	2.000	0.000	BigBlind	199.000	Check	8d3s
Flop	7s 3d 2d	3.500	1.500	BigBlind	199.000	Call	8d3s
Turn	7s 3d 2d Kh	5.000	0.000	BigBlind	197.500	Check	8d3s
Turn	7s 3d 2d Kh	9.000	4.000	BigBlind	197.500	Call	8d3s
River	7s 3d 2d Kh 5c	13.000	0.000	BigBlind	193.500	Check	8d3s
River	7s 3d 2d Kh 5c	23.000	10.000	BigBlind	193.500	Fold	8d3s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	TcTd
Preflop	-	5.000	1.000	Button	198.000	Call	TcTd
Flop	Qd 9d 2d	9.000	3.000	Button	197.000	Call	TcTd
Turn	Qd 9d 2d Kh	21.000	9.000	Button	194.000	Call	TcTd
River	Qd 9d 2d Kh Ac	52.500	22.500	Button	185.000	Fold	TcTd
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Ad2h
Flop	Ks 9d 8c	5.000	0.000	BigBlind	197.500	Check	Ad2h
Turn	Ks 9d 8c 3h	5.000	0.000	BigBlind	197.500	Check	Ad2h
Turn	Ks 9d 8c 3h	7.500	2.500	BigBlind	197.500	Fold	Ad2h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5c6h
Preflop	-	5.000	1.000	Button	198.000	Call	5c6h
Flop	4s 3c 2h	9.000	3.000	Button	197.000	Call	5c6h
Turn	4s 3c 2h 9c	12.000	0.000	Button	194.000	Raise:6.00	5c6h
Turn	4s 3c 2h 9c	30.000	6.000	Button	188.000	Call	5c6h
River	4s 3c 2h 9c 4c	36.000	0.000	Button	182.000	Raise:18.00	5c6h
River	4s 3c 2h 9c 4c	90.000	18.000	Button	164.000	Call	5c6h
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	9d9h
Preflop	-	20.000	5.000	BigBlind	192.500	Call	9d9h
Flop	Tc 4h 2c	25.000	0.000	BigBlind	187.500	Check	9d9h
Flop	Tc 4h 2c	44.000	19.000	BigBlind	187.500	Call	9d9h
Turn	Tc 4h 2c 5s	63.000	0.000	BigBlind	168.500	Check	9d9h
Turn	Tc 4h 2c 5s	94.500	31.500	BigBlind	168.500	Call	9d9h
River	Tc 4h 2c 5s Qc	126.000	0.000	BigBlind	137.000	Check	9d9h
River	Tc 4h 2c 5s Qc	220.500	94.500	BigBlind	137.000	Fold	9d9h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	QhTs
Preflop	-	5.000	1.000	Button	198.000	Call	QhTs
Flop	Ac Jh 6c	6.000	0.000	Button	197.000	Check	QhTs
Turn	Ac Jh 6c 9s	6.000	0.000	Button	197.000	Check	QhTs
River	Ac Jh 6c 9s 5h	9.000	3.000	Button	197.000	Call	QhTs
Preflop	-	3.500	1.500	BigBlind	199.000	Call	6dJs
Flop	9d 7h 4s	5.000	0.000	BigBlind	197.500	Check	6dJs
Flop	9d 7h 4s	7.500	2.500	BigBlind	197.500	Fold	6dJs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7cKc
Preflop	-	5.000	1.000	Button	198.000	Call	7cKc
Flop	8c 4d 2h	10.500	4.500	Button	197.000	Call	7cKc
Turn	8c 4d 2h Qh	26.500	11.500	Button	192.500	Fold	7cKc
Preflop	-	2.000	0.000	BigBlind	199.000	Check	2h8h
Flop	8s 6h 5s	2.000	0.000	BigBlind	199.000	Check	2h8h
Flop	8s 6h 5s	3.500	1.500	BigBlind	199.000	Call	2h8h
Turn	8s 6h 5s 4s	5.000	0.000	BigBlind	197.500	Raise:1.50	2h8h
Turn	8s 6h 5s 4s	9.500	1.500	BigBlind	196.000	Call	2h8h
River	8s 6h 5s 4s 3d	11.000	0.000	BigBlind	194.500	Raise:2.50	2h8h
River	8s 6h 5s 4s 3d	18.500	2.500	BigBlind	192.000	Call	2h8h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	JcAh
Preflop	-	5.000	1.000	Button	198.000	Call	JcAh
Flop	As 8d 7d	6.000	0.000	Button	197.000	Raise:9.00	JcAh
Preflop	-	2.000	0.000	BigBlind	199.000	Check	7c6h
Flop	As Kh 5d	2.000	0.000	BigBlind	199.000	Check	7c6h
Turn	As Kh 5d Js	2.000	0.000	BigBlind	199.000	Raise:1.00	7c6h
Turn	As Kh 5d Js	5.000	1.000	BigBlind	198.000	Call	7c6h
River	As Kh 5d Js Kd	6.000	0.000	BigBlind	197.000	Check	7c6h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	JsAs
Preflop	-	5.000	1.000	Button	198.000	Call	JsAs
Flop	Kd 3s 2c	6.000	0.000	Button	197.000	Raise:1.00	JsAs
Flop	Kd 3s 2c	9.000	1.000	Button	196.000	Call	JsAs
Turn	Kd 3s 2c 4s	10.000	0.000	Button	195.000	Check	JsAs
River	Kd 3s 2c 4s Qh	10.000	0.000	Button	195.000	Check	JsAs
Preflop	-	2.000	0.000	BigBlind	199.000	Raise:2.00	Qd8s
Preflop	-	8.000	2.000	BigBlind	197.000	Call	Qd8s
Flop	Jd 3s 2d	10.000	0.000	BigBlind	195.000	Raise:1.00	Qd8s
Flop	Jd 3s 2d	13.000	1.000	BigBlind	194.000	Call	Qd8s
Turn	Jd 3s 2d 5s	14.000	0.000	BigBlind	193.000	Check	Qd8s
River	Jd 3s 2d 5s 9d	14.000	0.000	BigBlind	193.000	Raise:5.00	Qd8s
River	Jd 3s 2d 5s 9d	29.000	5.000	BigBlind	188.000	Fold	Qd8s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Td5s
Preflop	-	5.000	1.000	Button	198.000	Call	Td5s
Flop	Kd Jd 7c	9.000	3.000	Button	197.000	Fold	Td5s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	5dJs
Flop	Tc 4d 4c	5.000	0.000	BigBlind	197.500	Check	5dJs
Flop	Tc 4d 4c	9.000	4.000	BigBlind	197.500	Fold	5dJs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4hAs
Preflop	-	5.000	1.000	Button	198.000	Call	4hAs
Flop	Ah Qd 8h	6.000	0.000	Button	197.000	Raise:1.00	4hAs
Flop	Ah Qd 8h	9.000	1.000	Button	196.000	Call	4hAs
Turn	Ah Qd 8h 3s	10.000	0.000	Button	195.000	Raise:7.00	4hAs
Turn	Ah Qd 8h 3s	31.000	7.000	Button	188.000	Fold	4hAs
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	2s5s
Preflop	-	20.000	5.000	BigBlind	192.500	Fold	2s5s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3dKs
Preflop	-	5.000	1.000	Button	198.000	Call	3dKs
Flop	Jh 6c 3h	6.000	0.000	Button	197.000	Raise:1.00	3dKs
Flop	Jh 6c 3h	9.000	1.000	Button	196.000	Call	3dKs
Turn	Jh 6c 3h 4c	10.000	0.000	Button	195.000	Check	3dKs
River	Jh 6c 3h 4c 9d	10.000	0.000	Button	195.000	Check	3dKs
Preflop	-	2.000	0.000	BigBlind	199.000	Raise:2.00	QhKs
Preflop	-	8.000	2.000	BigBlind	197.000	Call	QhKs
Flop	Ac 3c 2d	10.000	0.000	BigBlind	195.000	Check	QhKs
Flop	Ac 3c 2d	17.500	7.500	BigBlind	195.000	Fold	QhKs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4cAh
Preflop	-	5.000	1.000	Button	198.000	Call	4cAh
Flop	7c 6s 3s	6.000	0.000	Button	197.000	Check	4cAh
Turn	7c 6s 3s 7s	6.000	0.000	Button	197.000	Check	4cAh
River	7c 6s 3s 7s 8h	6.000	0.000	Button	197.000	Check	4cAh
Preflop	-	4.000	2.000	BigBlind	199.000	Call	7dJd
Flop	Jh 6h 5d	6.000	0.000	BigBlind	197.000	Check	7dJd
Flop	Jh 6h 5d	10.500	4.500	BigBlind	197.000	Call	7dJd
Turn	Jh 6h 5d 3s	15.000	0.000	BigBlind	192.500	Check	7dJd
Turn	Jh 6h 5d 3s	26.500	11.500	BigBlind	192.500	Raise:35.00	7dJd
Turn	Jh 6h 5d 3s	163.000	55.000	BigBlind	146.000	Call	7dJd
River	Jh 6h 5d 3s Ad	218.000	0.000	BigBlind	91.000	Check	7dJd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6c4d
Preflop	-	5.000	1.000	Button	198.000	Fold	6c4d
Preflop	-	2.000	0.000	BigBlind	199.000	Check	7d5h
Flop	8d 2s 2d	2.000	0.000	BigBlind	199.000	Check	7d5h
Flop	8d 2s 2d	3.500	1.500	BigBlind	199.000	Fold	7d5h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6hKs
Preflop	-	5.000	1.000	Button	198.000	Call	6hKs
Flop	8d 4c 3h	6.000	0.000	Button	197.000	Check	6hKs
Turn	8d 4c 3h Kd	6.000	0.000	Button	197.000	Check	6hKs
River	8d 4c 3h Kd 3s	6.000	0.000	Button	197.000	Raise:15.00	6hKs
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	4c4d
Preflop	-	20.000	5.000	BigBlind	192.500	Call	4c4d
Flop	8d 5h 3h	25.000	0.000	BigBlind	187.500	Check	4c4d
Flop	8d 5h 3h	37.500	12.500	BigBlind	187.500	Fold	4c4d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4cTc
Preflop	-	5.000	1.000	Button	198.000	Call	4cTc
Flop	Ah 9s 5c	6.000	0.000	Button	197.000	Raise:9.00	4cTc
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Kh9s
Flop	Qd 9h 7h	5.000	0.000	BigBlind	197.500	Check	Kh9s
Flop	Qd 9h 7h	9.000	4.000	BigBlind	197.500	Call	Kh9s
Turn	Qd 9h 7h 3d	13.000	0.000	BigBlind	193.500	Check	Kh9s
Turn	Qd 9h 7h 3d	23.000	10.000	BigBlind	193.500	Call	Kh9s
River	Qd 9h 7h 3d Jh	33.000	0.000	BigBlind	183.500	Check	Kh9s
River	Qd 9h 7h 3d Jh	58.000	25.000	BigBlind	183.500	Fold	Kh9s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Tc6s
Preflop	-	5.000	1.000	Button	198.000	Call	Tc6s
Flop	Jd 8s 8h	6.000	0.000	Button	197.000	Check	Tc6s
Turn	Jd 8s 8h Td	6.000	0.000	Button	197.000	Check	Tc6s
River	Jd 8s 8h Td 7d	6.000	0.000	Button	197.000	Raise:1.00	Tc6s
River	Jd 8s 8h Td 7d	9.000	1.000	Button	196.000	Call	Tc6s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	9d6s
Flop	Ad Jc 7d	5.000	0.000	BigBlind	197.500	Raise:2.50	9d6s
Flop	Ad Jc 7d	12.500	2.500	BigBlind	195.000	Fold	9d6s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4cQc
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	4cQc
Preflop	-	51.000	15.000	Button	182.000	Fold	4cQc
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	7c2d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Qc5s
Preflop	-	5.000	1.000	Button	198.000	Call	Qc5s
Flop	Ks Ts 3h	6.000	0.000	Button	197.000	Check	Qc5s
Turn	Ks Ts 3h Qh	6.000	0.000	Button	197.000	Check	Qc5s
River	Ks Ts 3h Qh 4h	6.000	0.000	Button	197.000	Raise:1.00	Qc5s
River	Ks Ts 3h Qh 4h	9.000	1.000	Button	196.000	Call	Qc5s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	5c4h
Flop	Ts 6h 2d	5.000	0.000	BigBlind	197.500	Check	5c4h
Flop	Ts 6h 2d	9.000	4.000	BigBlind	197.500	Call	5c4h
Turn	Ts 6h 2d Tc	13.000	0.000	BigBlind	193.500	Check	5c4h
Turn	Ts 6h 2d Tc	23.000	10.000	BigBlind	193.500	Fold	5c4h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	2dJd
Preflop	-	5.000	1.000	Button	198.000	Call	2dJd
Flop	Kd 4c 2h	9.000	3.000	Button	197.000	Call	2dJd
Turn	Kd 4c 2h Ad	12.000	0.000	Button	194.000	Raise:6.00	2dJd
Turn	Kd 4c 2h Ad	30.000	6.000	Button	188.000	Raise:54.00	2dJd
Turn	Kd 4c 2h Ad	198.000	54.000	Button	128.000	Call	2dJd
River	Kd 4c 2h Ad 2c	252.000	0.000	Button	74.000	Check	2dJd
Preflop	-	2.000	0.000	BigBlind	199.000	Check	2s7s
Flop	Td 8d 6c	2.000	0.000	BigBlind	199.000	Check	2s7s
Turn	Td 8d 6c As	2.000	0.000	BigBlind	199.000	Check	2s7s
River	Td 8d 6c As 4d	2.000	0.000	BigBlind	199.000	Check	2s7s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	JdJh
Preflop	-	5.000	1.000	Button	198.000	Call	JdJh
Flop	Qh Jc Tc	6.000	0.000	Button	197.000	Raise:9.00	JdJh
Flop	Qh Jc Tc	33.000	9.000	Button	188.000	Call	JdJh
Turn	Qh Jc Tc 7c	63.000	21.000	Button	179.000	Call	JdJh
River	Qh Jc Tc 7c Qc	147.000	63.000	Button	158.000	Raise:95.00	JdJh
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	8cJc
Preflop	-	20.000	5.000	BigBlind	192.500	Fold	8cJc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8cKd
Preflop	-	5.000	1.000	Button	198.000	Call	8cKd
Flop	Qc Tc 3s	6.000	0.000	Button	197.000	Raise:9.00	8cKd
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	Th6s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	2hTh
Preflop	-	5.000	1.000	Button	198.000	Fold	2hTh
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	6cKc
Preflop	-	20.000	5.000	BigBlind	192.500	Call	6cKc
Flop	7d 7c 4c	25.000	0.000	BigBlind	187.500	Check	6cKc
Flop	7d 7c 4c	37.500	12.500	BigBlind	187.500	Call	6cKc
Turn	7d 7c 4c Tc	50.000	0.000	BigBlind	175.000	Check	6cKc
River	7d 7c 4c Tc 2d	50.000	0.000	BigBlind	175.000	Raise:20.00	6cKc
River	7d 7c 4c Tc 2d	110.000	20.000	BigBlind	155.000	Raise:135.00	6cKc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7sQs
Preflop	-	5.000	1.000	Button	198.000	Call	7sQs
Flop	8d 3s 2h	6.000	0.000	Button	197.000	Check	7sQs
Turn	8d 3s 2h 4d	6.000	0.000	Button	197.000	Raise:1.00	7sQs
Turn	8d 3s 2h 4d	9.000	1.000	Button	196.000	Call	7sQs
River	8d 3s 2h 4d 8h	10.000	0.000	Button	195.000	Check	7sQs
Preflop	-	2.000	0.000	BigBlind	199.000	Raise:2.00	7cKc
Preflop	-	8.000	2.000	BigBlind	197.000	Call	7cKc
Flop	9h 4h 3d	10.000	0.000	BigBlind	195.000	Check	7cKc
Flop	9h 4h 3d	17.500	7.500	BigBlind	195.000	Fold	7cKc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4h9s
Preflop	-	5.000	1.000	Button	198.000	Call	4h9s
Flop	3s 3c 2h	10.500	4.500	Button	197.000	Fold	4h9s
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	8hAs
Preflop	-	20.000	5.000	BigBlind	192.500	Call	8hAs
Flop	8s 6h 4c	25.000	0.000	BigBlind	187.500	Check	8hAs
