street	board	potBefore	toCall	position	stackBefore	action	holeCards
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5dKd
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	5dKd
Preflop	-	51.000	15.000	Button	182.000	Fold	5dKd
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	2c9h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9d8h
Preflop	-	6.500	2.500	Button	198.000	Call	9d8h
Flop	9s 5h 3h	16.000	7.000	Button	195.500	Call	9d8h
Turn	9s 5h 3h 2h	34.500	11.500	Button	188.500	Raise:25.00	9d8h
Turn	9s 5h 3h 2h	121.000	25.000	Button	152.000	Call	9d8h
River	9s 5h 3h 2h Jh	219.000	73.000	Button	127.000	Call	9d8h
Preflop	-	3.500	1.500	BigBlind	199.000	Call	7cAc
Flop	Qc 9d 6d	5.000	0.000	BigBlind	197.500	Check	7cAc
Flop	Qc 9d 6d	7.500	2.500	BigBlind	197.500	Call	7cAc
Turn	Qc 9d 6d 9c	10.000	0.000	BigBlind	195.000	Check	7cAc
Turn	Qc 9d 6d 9c	15.000	5.000	BigBlind	195.000	Call	7cAc
River	Qc 9d 6d 9c 5d	20.000	0.000	BigBlind	190.000	Check	7cAc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9dTs
Preflop	-	5.000	1.000	Button	198.000	Call	9dTs
Flop	9c 8d 3d	10.500	4.500	Button	197.000	Call	9dTs
Turn	9c 8d 3d 6s	26.500	11.500	Button	192.500	Call	9dTs
River	9c 8d 3d 6s 7s	66.500	28.500	Button	181.000	Call	9dTs
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	2d4s
Preflop	-	1.500	0.500	Button	199.500	Fold	6d2h
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3c5s
Flop	Kh Qc 8d	5.000	0.000	BigBlind	197.500	Check	3c5s
Turn	Kh Qc 8d Qh	5.000	0.000	BigBlind	197.500	Check	3c5s
River	Kh Qc 8d Qh 4d	5.000	0.000	BigBlind	197.500	Check	3c5s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9cJh
Preflop	-	6.500	2.500	Button	198.000	Call	9cJh
Flop	Jd 8s 7h	13.500	4.500	Button	195.500	Call	9cJh
Turn	Jd 8s 7h Qc	27.000	9.000	Button	191.000	Raise:18.00	9cJh
Turn	Jd 8s 7h Qc	90.000	18.000	Button	164.000	Call	9cJh
River	Jd 8s 7h Qc 8c	162.000	54.000	Button	146.000	Fold	9cJh
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	2c5s
Preflop	-	1.500	0.500	Button	199.500	Fold	2d5s
Preflop	-	4.000	2.000	BigBlind	199.000	Call	ThQs
Flop	9s 5c 3s	6.000	0.000	BigBlind	197.000	Check	ThQs
Flop	9s 5c 3s	9.000	3.000	BigBlind	197.000	Raise:6.00	ThQs
Flop	9s 5c 3s	37.500	13.500	BigBlind	188.000	Fold	ThQs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Qh9s
Preflop	-	5.000	1.000	Button	198.000	Call	Qh9s
Flop	Kd 9h 6c	6.000	0.000	Button	197.000	Check	Qh9s
Turn	Kd 9h 6c Jc	6.000	0.000	Button	197.000	Check	Qh9s
River	Kd 9h 6c Jc 4d	6.000	0.000	Button	197.000	Raise:1.00	Qh9s
River	Kd 9h 6c Jc 4d	9.000	1.000	Button	196.000	Call	Qh9s
Preflop	-	4.000	2.000	BigBlind	199.000	Call	5h9h
Flop	Kd 8s 2s	6.000	0.000	BigBlind	197.000	Check	5h9h
Flop	Kd 8s 2s	9.000	3.000	BigBlind	197.000	Fold	5h9h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	ThAh
Preflop	-	5.000	1.000	Button	198.000	Call	ThAh
Flop	Js Tc 3d	6.000	0.000	Button	197.000	Raise:1.00	ThAh
Flop	Js Tc 3d	9.000	1.000	Button	196.000	Call	ThAh
Turn	Js Tc 3d Jc	10.000	0.000	Button	195.000	Check	ThAh
River	Js Tc 3d Jc Ad	10.000	0.000	Button	195.000	Raise:7.00	ThAh
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	9d4s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Tc3d
Preflop	-	5.000	1.000	Button	198.000	Call	Tc3d
Flop	Ah Kd Ts	6.000	0.000	Button	197.000	Check	Tc3d
Turn	Ah Kd Ts 4s	6.000	0.000	Button	197.000	Check	Tc3d
River	Ah Kd Ts 4s 9h	9.000	3.000	Button	197.000	Call	Tc3d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	2h2s
Flop	Ad Ac Js	5.000	0.000	BigBlind	197.500	Check	2h2s
Flop	Ad Ac Js	7.500	2.500	BigBlind	197.500	Call	2h2s
Turn	Ad Ac Js 9d	10.000	0.000	BigBlind	195.000	Check	2h2s
Turn	Ad Ac Js 9d	17.500	7.500	BigBlind	195.000	Fold	2h2s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8dAh
Preflop	-	5.000	1.000	Button	198.000	Call	8dAh
Flop	Ac Qs 6s	10.500	4.500	Button	197.000	Call	8dAh
Turn	Ac Qs 6s 5h	26.500	11.500	Button	192.500	Call	8dAh
River	Ac Qs 6s 5h 7s	66.500	28.500	Button	181.000	Fold	8dAh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3dAs
Flop	Ac Qd 8d	5.000	0.000	BigBlind	197.500	Check	3dAs
Turn	Ac Qd 8d Kc	5.000	0.000	BigBlind	197.500	Raise:2.50	3dAs
Turn	Ac Qd 8d Kc	12.500	2.500	BigBlind	195.000	Call	3dAs
River	Ac Qd 8d Kc 3s	15.000	0.000	BigBlind	192.500	Raise:2.50	3dAs
River	Ac Qd 8d Kc 3s	22.500	2.500	BigBlind	190.000	Raise:47.50	3dAs
River	Ac Qd 8d Kc 3s	167.500	47.500	BigBlind	140.000	Call	3dAs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5s9s
Preflop	-	6.500	2.500	Button	198.000	Fold	5s9s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Kh5s
Flop	Ad 7s 2c	5.000	0.000	BigBlind	197.500	Check	Kh5s
Flop	Ad 7s 2c	7.500	2.500	BigBlind	197.500	Fold	Kh5s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3cQd
Preflop	-	5.000	1.000	Button	198.000	Fold	3cQd
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	KcJd
Preflop	-	20.000	5.000	BigBlind	192.500	Call	KcJd
Flop	Ks 7d 5s	25.000	0.000	BigBlind	187.500	Check	KcJd
Turn	Ks 7d 5s 2s	25.000	0.000	BigBlind	187.500	Raise:2.50	KcJd
Turn	Ks 7d 5s 2s	32.500	2.500	BigBlind	185.000	Call	KcJd
River	Ks 7d 5s 2s Tc	35.000	0.000	BigBlind	182.500	Raise:12.50	KcJd
River	Ks 7d 5s 2s Tc	72.500	12.500	BigBlind	170.000	Call	KcJd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4c3d
Preflop	-	6.500	2.500	Button	198.000	Fold	4c3d
Preflop	-	4.000	2.000	BigBlind	199.000	Call	Ad3s
Flop	Qc 6s 4c	6.000	0.000	BigBlind	197.000	Check	Ad3s
Flop	Qc 6s 4c	10.500	4.500	BigBlind	197.000	Fold	Ad3s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9cKd
Preflop	-	5.000	1.000	Button	198.000	Call	9cKd
Flop	Ah Kc 9h	6.000	0.000	Button	197.000	Raise:1.00	9cKd
Flop	Ah Kc 9h	9.000	1.000	Button	196.000	Call	9cKd
Turn	Ah Kc 9h 7h	15.000	5.000	Button	195.000	Call	9cKd
River	Ah Kc 9h 7h 9d	30.000	10.000	Button	190.000	Raise:52.00	9cKd
River	Ah Kc 9h 7h 9d	196.000	52.000	Button	128.000	Call	9cKd
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3hTh
Flop	6s 3d 3c	5.000	0.000	BigBlind	197.500	Check	3hTh
Flop	6s 3d 3c	7.500	2.500	BigBlind	197.500	Raise:5.00	3hTh
Flop	6s 3d 3c	25.000	5.000	BigBlind	190.000	Call	3hTh
Turn	6s 3d 3c 2h	30.000	0.000	BigBlind	185.000	Raise:5.00	3hTh
Turn	6s 3d 3c 2h	45.000	5.000	BigBlind	180.000	Call	3hTh
River	6s 3d 3c 2h 8s	50.000	0.000	BigBlind	175.000	Raise:15.00	3hTh
River	6s 3d 3c 2h 8s	95.000	15.000	BigBlind	160.000	Fold	3hTh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5cAc
Preflop	-	5.000	1.000	Button	198.000	Call	5cAc
Flop	Ks Kc 3h	10.500	4.500	Button	197.000	Fold	5cAc
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	3cQd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Ac4h
Preflop	-	5.000	1.000	Button	198.000	Call	Ac4h
Flop	As 6s 5c	10.500	4.500	Button	197.000	Call	Ac4h
Turn	As 6s 5c Qc	22.500	7.500	Button	192.500	Call	Ac4h
River	As 6s 5c Qc Jd	30.000	0.000	Button	185.000	Check	Ac4h
Preflop	-	3.500	1.500	BigBlind	199.000	Call	2s3s
Flop	Ks Kd 8d	5.000	0.000	BigBlind	197.500	Check	2s3s
Turn	Ks Kd 8d 7d	5.000	0.000	BigBlind	197.500	Check	2s3s
River	Ks Kd 8d 7d 6h	5.000	0.000	BigBlind	197.500	Raise:2.50	2s3s
River	Ks Kd 8d 7d 6h	12.500	2.500	BigBlind	195.000	Call	2s3s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6cQh
Preflop	-	5.000	1.000	Button	198.000	Call	6cQh
Flop	Js 3c 2c	6.000	0.000	Button	197.000	Raise:1.00	6cQh
Flop	Js 3c 2c	9.000	1.000	Button	196.000	Fold	6cQh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	9c8h
Flop	Ah 5s 5h	5.000	0.000	BigBlind	197.500	Check	9c8h
Turn	Ah 5s 5h 6c	5.000	0.000	BigBlind	197.500	Raise:2.50	9c8h
Turn	Ah 5s 5h 6c	12.500	2.500	BigBlind	195.000	Fold	9c8h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6sAs
Preflop	-	6.500	2.500	Button	198.000	Raise:13.50	6sAs
Preflop	-	53.000	17.000	Button	182.000	Fold	6sAs
Preflop	-	3.500	1.500	BigBlind	199.000	Call	6d9h
Flop	Qc 7d 2h	5.000	0.000	BigBlind	197.500	Check	6d9h
Flop	Qc 7d 2h	9.000	4.000	BigBlind	197.500	Fold	6d9h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Ad8h
Preflop	-	5.000	1.000	Button	198.000	Call	Ad8h
Flop	Qh 4c 2s	6.000	0.000	Button	197.000	Check	Ad8h
Turn	Qh 4c 2s Ks	6.000	0.000	Button	197.000	Check	Ad8h
River	Qh 4c 2s Ks 7h	10.500	4.500	Button	197.000	Call	Ad8h
Preflop	-	4.000	2.000	BigBlind	199.000	Call	Ad9s
Flop	Kc 8d 6s	6.000	0.000	BigBlind	197.000	Check	Ad9s
Flop	Kc 8d 6s	10.500	4.500	BigBlind	197.000	Call	Ad9s
Turn	Kc 8d 6s 4c	15.000	0.000	BigBlind	192.500	Check	Ad9s
Turn	Kc 8d 6s 4c	26.500	11.500	BigBlind	192.500	Fold	Ad9s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9d5h
Preflop	-	6.500	2.500	Button	198.000	Fold	9d5h
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	6hKh
Preflop	-	20.000	5.000	BigBlind	192.500	Call	6hKh
Flop	Ah 6d 2c	25.000	0.000	BigBlind	187.500	Raise:2.50	6hKh
Flop	Ah 6d 2c	32.500	2.500	BigBlind	185.000	Call	6hKh
Turn	Ah 6d 2c 4s	35.000	0.000	BigBlind	182.500	Check	6hKh
Turn	Ah 6d 2c 4s	61.500	26.500	BigBlind	182.500	Fold	6hKh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5c7d
Preflop	-	5.000	1.000	Button	198.000	Fold	5c7d
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	7s8s
Preflop	-	20.000	5.000	BigBlind	192.500	Call	7s8s
Flop	Ks 9s 8c	25.000	0.000	BigBlind	187.500	Check	7s8s
Flop	Ks 9s 8c	37.500	12.500	BigBlind	187.500	Call	7s8s
Turn	Ks 9s 8c Kc	50.000	0.000	BigBlind	175.000	Raise:20.00	7s8s
Turn	Ks 9s 8c Kc	110.000	20.000	BigBlind	155.000	Fold	7s8s
Preflop	-	1.500	0.500	Button	199.500	Fold	7c4s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	6dAs
Flop	9h 8h 4s	5.000	0.000	BigBlind	197.500	Check	6dAs
Flop	9h 8h 4s	7.500	2.500	BigBlind	197.500	Fold	6dAs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7cTc
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	7cTc
Preflop	-	51.000	15.000	Button	182.000	Fold	7cTc
Preflop	-	4.000	2.000	BigBlind	199.000	Call	Ac9h
Flop	Kc 8h 6s	6.000	0.000	BigBlind	197.000	Check	Ac9h
Flop	Kc 8h 6s	9.000	3.000	BigBlind	197.000	Call	Ac9h
Turn	Kc 8h 6s 8d	12.000	0.000	BigBlind	194.000	Check	Ac9h
Turn	Kc 8h 6s 8d	18.000	6.000	BigBlind	194.000	Fold	Ac9h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6d3h
Preflop	-	5.000	1.000	Button	198.000	Call	6d3h
Flop	7h 7d 4s	9.000	3.000	Button	197.000	Call	6d3h
Turn	7h 7d 4s 3s	21.000	9.000	Button	194.000	Fold	6d3h
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	3d4h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5d8h
Preflop	-	5.000	1.000	Button	198.000	Call	5d8h
Flop	Kd Ts 3c	9.000	3.000	Button	197.000	Fold	5d8h
Preflop	-	4.000	2.000	BigBlind	199.000	Call	2cKc
Flop	6d 5c 3s	6.000	0.000	BigBlind	197.000	Check	2cKc
Flop	6d 5c 3s	9.000	3.000	BigBlind	197.000	Call	2cKc
Turn	6d 5c 3s Jc	12.000	0.000	BigBlind	194.000	Check	2cKc
Turn	6d 5c 3s Jc	21.000	9.000	BigBlind	194.000	Call	2cKc
River	6d 5c 3s Jc Ah	30.000	0.000	BigBlind	185.000	Check	2cKc
River	6d 5c 3s Jc Ah	52.500	22.500	BigBlind	185.000	Fold	2cKc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Ac8d
Preflop	-	5.000	1.000	Button	198.000	Call	Ac8d
Flop	7s 6h 2c	10.500	4.500	Button	197.000	Call	Ac8d
Turn	7s 6h 2c 3d	26.500	11.500	Button	192.500	Fold	Ac8d
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	8cAh
Preflop	-	20.000	5.000	BigBlind	192.500	Fold	8cAh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8c4h
Preflop	-	5.000	1.000	Button	198.000	Fold	8c4h
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	8c8h
Preflop	-	27.000	9.000	BigBlind	191.000	Call	8c8h
Flop	Kh Tc 6c	36.000	0.000	BigBlind	182.000	Check	8c8h
Flop	Kh Tc 6c	63.000	27.000	BigBlind	182.000	Call	8c8h
Turn	Kh Tc 6c 5s	90.000	0.000	BigBlind	155.000	Check	8c8h
Turn	Kh Tc 6c 5s	157.500	67.500	BigBlind	155.000	Fold	8c8h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Kh8s
Preflop	-	5.000	1.000	Button	198.000	Call	Kh8s
Flop	Js 6s 2s	9.000	3.000	Button	197.000	Raise:12.00	Kh8s
Flop	Js 6s 2s	48.000	12.000	Button	182.000	Call	Kh8s
Turn	Js 6s 2s 6c	90.000	30.000	Button	170.000	Fold	Kh8s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	9dTd
Flop	Ah 9h 4c	5.000	0.000	BigBlind	197.500	Check	9dTd
Flop	Ah 9h 4c	7.500	2.500	BigBlind	197.500	Call	9dTd
Turn	Ah 9h 4c 9s	10.000	0.000	BigBlind	195.000	Raise:5.00	9dTd
Turn	Ah 9h 4c 9s	25.000	5.000	BigBlind	190.000	Raise:45.00	9dTd
Turn	Ah 9h 4c 9s	165.000	45.000	BigBlind	140.000	Fold	9dTd
Preflop	-	1.500	0.500	Button	199.500	Fold	4d2s
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	JhTs
Preflop	-	27.000	9.000	BigBlind	191.000	Call	JhTs
Flop	Kd Jc 9d	36.000	0.000	BigBlind	182.000	Check	JhTs
Flop	Kd Jc 9d	63.000	27.000	BigBlind	182.000	Fold	JhTs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6cQc
Preflop	-	5.000	1.000	Button	198.000	Call	6cQc
Flop	Td 9h 4s	9.000	3.000	Button	197.000	Fold	6cQc
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	3cTs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Kh5s
Preflop	-	5.000	1.000	Button	198.000	Call	Kh5s
Flop	7c 6d 2h	10.500	4.500	Button	197.000	Fold	Kh5s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	5h8s
Flop	Ah 7d 5s	5.000	0.000	BigBlind	197.500	Check	5h8s
Flop	Ah 7d 5s	7.500	2.500	BigBlind	197.500	Call	5h8s
Turn	Ah 7d 5s Qh	10.000	0.000	BigBlind	195.000	Check	5h8s
Turn	Ah 7d 5s Qh	15.000	5.000	BigBlind	195.000	Call	5h8s
River	Ah 7d 5s Qh 3h	20.000	0.000	BigBlind	190.000	Check	5h8s
River	Ah 7d 5s Qh 3h	30.000	10.000	BigBlind	190.000	Fold	5h8s
Preflop	-	1.500	0.500	Button	199.500	Fold	7d2s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	4cQd
Flop	Kc Qc 2c	5.000	0.000	BigBlind	197.500	Check	4cQd
Flop	Kc Qc 2c	7.500	2.500	BigBlind	197.500	Call	4cQd
Turn	Kc Qc 2c 4s	10.000	0.000	BigBlind	195.000	Check	4cQd
Turn	Kc Qc 2c 4s	15.000	5.000	BigBlind	195.000	Call	4cQd
River	Kc Qc 2c 4s 5s	20.000	0.000	BigBlind	190.000	Check	4cQd
River	Kc Qc 2c 4s 5s	30.000	10.000	BigBlind	190.000	Call	4cQd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Kd5h
Preflop	-	5.000	1.000	Button	198.000	Call	Kd5h
Flop	Td 6c 3c	9.000	3.000	Button	197.000	Fold	Kd5h
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	Jh4s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	ThJs
Preflop	-	6.500	2.500	Button	198.000	Call	ThJs
Flop	Ac 7s 4c	16.000	7.000	Button	195.500	Fold	ThJs
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Ac2d
Flop	Jc Ts 7d	5.000	0.000	BigBlind	197.500	Check	Ac2d
Flop	Jc Ts 7d	7.500	2.500	BigBlind	197.500	Fold	Ac2d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Tc8d
Preflop	-	5.000	1.000	Button	198.000	Call	Tc8d
Flop	Qh 3c 2d	9.000	3.000	Button	197.000	Call	Tc8d
Turn	Qh 3c 2d Ad	18.000	6.000	Button	194.000	Fold	Tc8d
Preflop	-	4.000	2.000	BigBlind	199.000	Call	AhQs
Flop	Qc 8c 5s	6.000	0.000	BigBlind	197.000	Check	AhQs
Flop	Qc 8c 5s	9.000	3.000	BigBlind	197.000	Raise:6.00	AhQs
Flop	Qc 8c 5s	30.000	6.000	BigBlind	188.000	Call	AhQs
Turn	Qc 8c 5s Kh	36.000	0.000	BigBlind	182.000	Raise:18.00	AhQs
Turn	Qc 8c 5s Kh	90.000	18.000	BigBlind	164.000	Call	AhQs
River	Qc 8c 5s Kh 2h	108.000	0.000	BigBlind	146.000	Check	AhQs
River	Qc 8c 5s Kh 2h	162.000	54.000	BigBlind	146.000	Call	AhQs
Preflop	-	1.500	0.500	Button	199.500	Fold	3d7s
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	AcKd
Preflop	-	27.000	9.000	BigBlind	191.000	Raise:63.00	AcKd
Preflop	-	236.500	74.500	BigBlind	119.000	Raise:44.50	AcKd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7cAh
Preflop	-	5.000	1.000	Button	198.000	Call	7cAh
Flop	Kh Jh 2c	9.000	3.000	Button	197.000	Call	7cAh
Turn	Kh Jh 2c 5c	18.000	6.000	Button	194.000	Fold	7cAh
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	8sJs
Preflop	-	20.000	5.000	BigBlind	192.500	Call	8sJs
Flop	Ks Kh Ts	25.000	0.000	BigBlind	187.500	Raise:10.00	8sJs
Flop	Ks Kh Ts	55.000	10.000	BigBlind	177.500	Call	8sJs
Turn	Ks Kh Ts Ad	65.000	0.000	BigBlind	167.500	Check	8sJs
Turn	Ks Kh Ts Ad	97.500	32.500	BigBlind	167.500	Fold	8sJs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Ac2d
Preflop	-	5.000	1.000	Button	198.000	Call	Ac2d
Flop	Td 5h 4s	9.000	3.000	Button	197.000	Call	Ac2d
Turn	Td 5h 4s Ts	18.000	6.000	Button	194.000	Call	Ac2d
River	Td 5h 4s Ts Tc	36.000	12.000	Button	188.000	Raise:24.00	Ac2d
River	Td 5h 4s Ts Tc	120.000	24.000	Button	152.000	Fold	Ac2d
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	5hQh
Preflop	-	20.000	5.000	BigBlind	192.500	Call	5hQh
Flop	Ac Kd 6c	25.000	0.000	BigBlind	187.500	Check	5hQh
Flop	Ac Kd 6c	37.500	12.500	BigBlind	187.500	Fold	5hQh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5d4h
Preflop	-	5.000	1.000	Button	198.000	Call	5d4h
Flop	Kc Jc 3d	9.000	3.000	Button	197.000	Fold	5d4h
Preflop	-	3.500	1.500	BigBlind	199.000	Call	QcTd
Flop	Kd 8d 7d	5.000	0.000	BigBlind	197.500	Check	QcTd
Flop	Kd 8d 7d	9.000	4.000	BigBlind	197.500	Fold	QcTd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9dQh
Preflop	-	5.000	1.000	Button	198.000	Call	9dQh
Flop	Ad 6s 5s	9.000	3.000	Button	197.000	Fold	9dQh
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	6d4h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Kc8d
Preflop	-	5.000	1.000	Button	198.000	Call	Kc8d
Flop	7h 6h 2c	10.500	4.500	Button	197.000	Fold	Kc8d
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	5d8h
Preflop	-	1.500	0.500	Button	199.500	Fold	2c7h
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	5cTd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Qd2h
Preflop	-	5.000	1.000	Button	198.000	Fold	Qd2h
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	QcAc
Preflop	-	20.000	5.000	BigBlind	192.500	Call	QcAc
Flop	Ks 7s 6c	25.000	0.000	BigBlind	187.500	Check	QcAc
Flop	Ks 7s 6c	37.500	12.500	BigBlind	187.500	Fold	QcAc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5d9h
Preflop	-	5.000	1.000	Button	198.000	Call	5d9h
Flop	Jc 8s 3d	9.000	3.000	Button	197.000	Fold	5d9h
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	QcQs
Preflop	-	27.000	9.000	BigBlind	191.000	Call	QcQs
Flop	Tc 4c 3d	36.000	0.000	BigBlind	182.000	Raise:1.00	QcQs
Flop	Tc 4c 3d	66.000	28.000	BigBlind	181.000	Raise:153.00	QcQs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	ThAh
Preflop	-	5.000	1.000	Button	198.000	Call	ThAh
Flop	Ad Qd 8h	9.000	3.000	Button	197.000	Call	ThAh
Turn	Ad Qd 8h 3h	18.000	6.000	Button	194.000	Call	ThAh
River	Ad Qd 8h 3h Kc	36.000	12.000	Button	188.000	Raise:48.00	ThAh
River	Ad Qd 8h 3h Kc	192.000	48.000	Button	128.000	Call	ThAh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	6c4d
Flop	9d 7h 4h	5.000	0.000	BigBlind	197.500	Check	6c4d
Flop	9d 7h 4h	9.000	4.000	BigBlind	197.500	Fold	6c4d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	TdQs
Preflop	-	5.000	1.000	Button	198.000	Call	TdQs
Flop	Jh Th 3h	10.500	4.500	Button	197.000	Call	TdQs
Turn	Jh Th 3h Kh	22.500	7.500	Button	192.500	Fold	TdQs
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Kc6s
Flop	9c 4s 2c	5.000	0.000	BigBlind	197.500	Check	Kc6s
Flop	9c 4s 2c	9.000	4.000	BigBlind	197.500	Call	Kc6s
Turn	9c 4s 2c 3d	13.000	0.000	BigBlind	193.500	Check	Kc6s
Turn	9c 4s 2c 3d	23.000	10.000	BigBlind	193.500	Fold	Kc6s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	AdJs
Preflop	-	5.000	1.000	Button	198.000	Call	AdJs
Flop	Kc 9h 4h	9.000	3.000	Button	197.000	Raise:6.00	AdJs
Flop	Kc 9h 4h	30.000	6.000	Button	188.000	Fold	AdJs
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	JcJd
Preflop	-	27.000	9.000	BigBlind	191.000	Raise:63.00	JcJd
Preflop	-	236.500	74.500	BigBlind	119.000	Raise:44.50	JcJd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8h6s
Preflop	-	5.000	1.000	Button	198.000	Call	8h6s
Flop	Qd Ts 7c	9.000	3.000	Button	197.000	Call	8h6s
Turn	Qd Ts 7c 6h	18.000	6.000	Button	194.000	Call	8h6s
River	Qd Ts 7c 6h 2c	36.000	12.000	Button	188.000	Fold	8h6s
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	TcAc
Preflop	-	20.000	5.000	BigBlind	192.500	Call	TcAc
Flop	7c 5h 3h	25.000	0.000	BigBlind	187.500	Check	TcAc
Flop	7c 5h 3h	37.500	12.500	BigBlind	187.500	Call	TcAc
Turn	7c 5h 3h 5s	50.000	0.000	BigBlind	175.000	Check	TcAc
Turn	7c 5h 3h 5s	75.000	25.000	BigBlind	175.000	Fold	TcAc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	JhTs
Preflop	-	5.000	1.000	Button	198.000	Call	JhTs
Flop	7h 7d 2c	10.500	4.500	Button	197.000	Raise:10.50	JhTs
Flop	7h 7d 2c	55.000	19.000	Button	182.000	Call	JhTs
Turn	7h 7d 2c Tc	111.000	37.000	Button	163.000	Call	JhTs
River	7h 7d 2c Tc 6c	222.000	74.000	Button	126.000	Fold	JhTs
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	6c2s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3cKc
Preflop	-	5.000	1.000	Button	198.000	Call	3cKc
Flop	Jd 6c 4s	10.500	4.500	Button	197.000	Raise:10.50	3cKc
Flop	Jd 6c 4s	55.000	19.000	Button	182.000	Call	3cKc
Turn	Jd 6c 4s 2h	129.500	55.500	Button	163.000	Fold	3cKc
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Kd5h
